Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Coagulation common pathway	1/14	0.8621745165701773	1.0	0	0	0.5413305905916742	0.08027801298756958	PROC
Osteoblast signaling	1/14	0.8621745165701773	1.0	0	0	0.5413305905916742	0.08027801298756958	PTH
Galactose metabolism	2/26	0.8751489859185543	1.0	0	0	0.5829714052525723	0.07774572973302497	GALE;GLA
Extrinsic prothrombin activation pathway	1/15	0.8803731123209244	1.0	0	0	0.5052418845522293	0.06437260078060304	PROC
Acetylation and deacetylation of RelA in the nucleus	1/16	0.8961695038869414	1.0	0	0	0.473664266767715	0.05192577939273639	RELA
Amino acid biosynthesis and interconversion (transamination)	1/16	0.8961695038869414	1.0	0	0	0.473664266767715	0.05192577939273639	ASNS
Riboflavin metabolism	1/16	0.8961695038869414	1.0	0	0	0.473664266767715	0.05192577939273639	ACPP
Selenium metabolism and selenoproteins	1/16	0.8961695038869414	1.0	0	0	0.473664266767715	0.05192577939273639	RELA
CD40L signaling pathway	1/16	0.8961695038869414	1.0	0	0	0.473664266767715	0.05192577939273639	RELA
p75 neurotrophin receptor signaling via NF-kB	1/16	0.8961695038869414	1.0	0	0	0.473664266767715	0.05192577939273639	RELA
G1/S-specific transcription	1/17	0.9098806756180993	1.0	0	0	0.44580166284020234	0.042102317617352024	DHFR
Atypical NF-kappaB pathway	1/17	0.9098806756180993	1.0	0	0	0.44580166284020234	0.042102317617352024	RELA
Cadmium-induced DNA biosynthesis and proliferation in macrophages	1/17	0.9098806756180993	1.0	0	0	0.44580166284020234	0.042102317617352024	RELA
Nitric oxide metabolism	1/17	0.9098806756180993	1.0	0	0	0.44580166284020234	0.042102317617352024	DHFR
Pentose and glucuronate interconversions	2/29	0.910856461150285	1.0	0	0	0.5226640185023061	0.04880111640571442	RPE;XYLB
Metabolism of vitamins and cofactors	4/51	0.9185127846401572	1.0	0	0	0.5944022171202697	0.05052386473292075	DHFR;PDXK;FPGS;NADK
Inactivation of GSK3 by Akt causes accumulation of beta-catenin in alveolar macrophages	2/30	0.920456927578502	1.0	0	0	0.5052418845522293	0.04187700988889523	PROC;RELA
Human cytomegalovirus and MAP kinase pathways	1/18	0.921781798144236	1.0	0	0	0.42103490379352443	0.03429192239613108	RELA
Bone remodeling	1/18	0.921781798144236	1.0	0	0	0.42103490379352443	0.03429192239613108	RELA
Corticosteroids and cardioprotection	1/18	0.921781798144236	1.0	0	0	0.42103490379352443	0.03429192239613108	RELA
TNFR2 signaling pathway	1/18	0.921781798144236	1.0	0	0	0.42103490379352443	0.03429192239613108	RELA
4-1BB-dependent immune response	1/20	0.9410778627606732	1.0	0	0	0.378931413414172	0.023012276666186056	RELA
Acute myocardial infarction	1/20	0.9410778627606732	1.0	0	0	0.378931413414172	0.023012276666186056	PROC
RNA polymerase III abortive and retractive initiation	1/20	0.9410778627606732	1.0	0	0	0.378931413414172	0.023012276666186056	SSB
Fluoropyrimidine activity	2/33	0.943734752677284	1.0	0	0	0.4593108041383903	0.026598750515210743	DHFR;FPGS
Prion pathway	1/21	0.9488601624547848	1.0	0	0	0.3608870603944495	0.0189443489610404	RPSA
Cytosolic sensors of pathogen-associated DNA	1/21	0.9488601624547848	1.0	0	0	0.3608870603944495	0.0189443489610404	RELA
Primary immunodeficiency	2/35	0.9554783675962059	1.0	0	0	0.4330644724733394	0.01972312258386938	ADA;UNG
AKT signaling pathway	1/22	0.955614891571481	1.0	0	0	0.34448310310379276	0.015639629396122467	RELA
T cell receptor downstream signaling	1/22	0.955614891571481	1.0	0	0	0.34448310310379276	0.015639629396122467	RELA
TRAF6 mediated NF-kB activation	1/22	0.955614891571481	1.0	0	0	0.34448310310379276	0.015639629396122467	RELA
Epstein-Barr virus LMP1 signaling	1/22	0.955614891571481	1.0	0	0	0.34448310310379276	0.015639629396122467	RELA
RNA polymerase III transcription termination	1/23	0.9614776846683843	1.0	0	0	0.3295055768818887	0.012944271741887704	SSB
Modulation of interferon signaling by chaperones	1/23	0.9614776846683843	1.0	0	0	0.3295055768818887	0.012944271741887704	RELA
Nitrogen metabolism	1/23	0.9614776846683843	1.0	0	0	0.3295055768818887	0.012944271741887704	ASNS
Protein export	1/24	0.9665662793641256	1.0	0	0	0.31577617784514334	0.010738097133389647	SRP54
TAK1 activates NF-kappaB by phosphorylation and activation of IKK complex	1/24	0.9665662793641256	1.0	0	0	0.31577617784514334	0.010738097133389647	RELA
NF-kappaB signaling pathway	1/24	0.9665662793641256	1.0	0	0	0.31577617784514334	0.010738097133389647	RELA
PIP2 hydrolysis	1/25	0.9709828763711633	1.0	0	0	0.3031451307313376	0.00892654668933908	DGKA
RXR/VDR pathway	1/26	0.9748161897039685	1.0	0	0	0.29148570262628615	0.007434736099805058	THRB
Ras signaling pathway	1/26	0.9748161897039685	1.0	0	0	0.29148570262628615	0.007434736099805058	RELA
Inhibition of activated T cell apoptosis by neuropeptides VIP and PACAP	1/26	0.9748161897039685	1.0	0	0	0.29148570262628615	0.007434736099805058	RELA
Segmentation clock	1/26	0.9748161897039685	1.0	0	0	0.29148570262628615	0.007434736099805058	PROC
TNF/stress-related signaling	1/27	0.9781432257304994	1.0	0	0	0.28068993586234964	0.006203015197260908	RELA
PTM: gamma carboxylation, hypusine formation and arylsulfatase activation	1/28	0.9810308275574338	1.0	0	0	0.2706652952958371	0.005183618060196616	PROC
Cell cycle: G1/S checkpoint	1/28	0.9810308275574338	1.0	0	0	0.2706652952958371	0.005183618060196616	DHFR
Multi-step regulation of transcription by PITX2	1/28	0.9810308275574338	1.0	0	0	0.2706652952958371	0.005183618060196616	PROC
PERK-regulated gene expression	1/28	0.9810308275574338	1.0	0	0	0.2706652952958371	0.005183618060196616	ASNS
ADP-ribosylation factor	1/29	0.9835370158792014	1.0	0	0	0.2613320092511531	0.00433811265328357	COPA
Influence of Ras and Rho proteins on G1 to S transition	1/29	0.9835370158792014	1.0	0	0	0.2613320092511531	0.00433811265328357	RELA
Integrin beta-2 pathway	1/29	0.9835370158792014	1.0	0	0	0.2613320092511531	0.00433811265328357	PROC
Butanoate metabolism	1/30	0.9857121532788531	1.0	0	0	0.25262094227611465	0.0036354429189676893	PDHB
Interferon-beta enhancer pathway	1/30	0.9857121532788531	1.0	0	0	0.25262094227611465	0.0036354429189676893	RELA
Nucleotide metabolism	4/70	0.9871496085500133	1.0	0	0	0.4330644724733394	0.005601113823450639	DUT;PNP;ADK;ADA
Alpha-V beta-3 integrin/OPN pathway	1/31	0.9875999545193442	1.0	0	0	0.24447187962204645	0.003050414395191355	RELA
CD40/CD40L signaling	1/31	0.9875999545193442	1.0	0	0	0.24447187962204645	0.003050414395191355	RELA
NF-kappaB activation by non-typeable Hemophilus influenzae	1/31	0.9875999545193442	1.0	0	0	0.24447187962204645	0.003050414395191355	RELA
One-carbon metabolism	1/31	0.9875999545193442	1.0	0	0	0.24447187962204645	0.003050414395191355	DHFR
Alanine, aspartate and glutamate metabolism	1/32	0.9892383640714375	1.0	0	0	0.2368321333838575	0.002562514484621197	ASNS
Prothrombin activation intrinsic pathway	1/32	0.9892383640714375	1.0	0	0	0.2368321333838575	0.002562514484621197	PROC
Fibrin clot formation (clotting cascade)	1/32	0.9892383640714375	1.0	0	0	0.2368321333838575	0.002562514484621197	PROC
E2F-mediated regulation of DNA replication	1/33	0.9906603167172182	1.0	0	0	0.22965540206919516	0.002154987910284081	DHFR
Glycerolipid metabolism	2/49	0.9918196171011269	1.0	0	0	0.30933176605238527	0.0025408591168254824	DGKA;GLA
Fructose and mannose metabolism	1/34	0.9918943999457369	1.0	0	0	0.22290083142010117	0.001814107177685192	SORD
Induction of apoptosis through DR3 and DR4/5 death receptors	1/34	0.9918943999457369	1.0	0	0	0.22290083142010117	0.001814107177685192	RELA
EGF receptor transactivation by GPCRs in cardiac hypertrophy	1/34	0.9918943999457369	1.0	0	0	0.22290083142010117	0.001814107177685192	RELA
Base excision repair	1/35	0.9929654263876949	1.0	0	0	0.2165322362366697	0.0015285947873637108	UNG
Interleukin-2/PI3K pathway	1/35	0.9929654263876949	1.0	0	0	0.2165322362366697	0.0015285947873637108	RELA
fMLP induced chemokine gene expression in HMC-1 cells	1/35	0.9929654263876949	1.0	0	0	0.2165322362366697	0.0015285947873637108	RELA
Interleukin-23-mediated signaling events	1/37	0.9947016128891502	1.0	0	0	0.20482779103468757	0.0010881421795875354	RELA
Latent infection of Homo sapiens with Mycobacterium tuberculosis	1/37	0.9947016128891502	1.0	0	0	0.20482779103468757	0.0010881421795875354	MSRA
Glycosphingolipid metabolism	1/38	0.9954016909570982	1.0	0	0	0.19943758600745895	9.191906399312569E-4	GLA
Signal transduction through IL-1R	1/38	0.9954016909570982	1.0	0	0	0.19943758600745895	9.191906399312569E-4	RELA
Trefoil factor initiation of mucosal healing	1/38	0.9954016909570982	1.0	0	0	0.19943758600745895	9.191906399312569E-4	RELA
Nuclear receptors	1/38	0.9954016909570982	1.0	0	0	0.19943758600745895	9.191906399312569E-4	THRB
Tricarboxylic acid (TCA) cycle	1/39	0.9960092493489628	1.0	0	0	0.19432380175085742	7.77049376845431E-4	PDHB
Pyruvate metabolism and citric acid (TCA) cycle	1/40	0.9965365108285572	1.0	0	0	0.189465706707086	6.573514466078233E-4	PDHB
Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha	2/57	0.9969896973341885	1.0	0	0	0.26591678134327856	8.016972778107979E-4	DUT;RELA
Insulin biosynthesis and processing	1/41	0.99699408385891	1.0	0	0	0.1848445919093522	5.564641042566775E-4	SRP54
TWEAK signaling pathway	1/42	0.9973911757012429	1.0	0	0	0.18044353019722476	4.71360582290207E-4	RELA
Amino sugar and nucleotide sugar metabolism	1/45	0.9982943393823213	1.0	0	0	0.16841396151740978	2.8750232208316957E-4	GALE
RNA polymerase III transcription	1/45	0.9982943393823213	1.0	0	0	0.16841396151740978	2.8750232208316957E-4	SSB
Folate metabolism	2/63	0.9985922871922213	1.0	0	0	0.24059137359629967	3.389221665983103E-4	DHFR;RELA
Regulation of NFAT transcription factors	1/47	0.9987149707987778	1.0	0	0	0.16124740996347744	2.0734087851644677E-4	DGKA
Delta Np63 pathway	1/47	0.9987149707987778	1.0	0	0	0.16124740996347744	2.0734087851644677E-4	ADA
ATM pathway	1/48	0.99888455813527	1.0	0	0	0.15788808892257167	1.762132804422458E-4	RELA
Diurnally regulated genes with circadian orthologs	1/48	0.99888455813527	1.0	0	0	0.15788808892257167	1.762132804422458E-4	PURA
Angiopoietin receptor Tie2-mediated signaling	1/49	0.9990317202438399	1.0	0	0	0.15466588302619264	1.4983239505250785E-4	RELA
Ceramide signaling pathway	1/49	0.9990317202438399	1.0	0	0	0.15466588302619264	1.4983239505250785E-4	RELA
Nuclear receptor transcription pathway	1/51	0.9992702335745033	1.0	0	0	0.14860055428006744	1.0848328386917988E-4	THRB
Pyruvate metabolism	1/52	0.9993663896750935	1.0	0	0	0.14574285131314307	9.237344284823651E-5	PDHB
Vitamin B12 metabolism	1/52	0.9993663896750935	1.0	0	0	0.14574285131314307	9.237344284823651E-5	RELA
RANKL signaling pathway	1/54	0.9995222274184516	1.0	0	0	0.14034496793117482	6.706900077672576E-5	RELA
TAp63 pathway	1/55	0.999585049702462	1.0	0	0	0.1377932412415171	5.718921261304851E-5	ADA
Cytosolic DNA-sensing pathway	1/56	0.9996395603962918	1.0	0	0	0.13533264764791855	4.878803898601525E-5	RELA
Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	1/57	0.9996868584037077	1.0	0	0	0.13295839067163928	4.164132285084513E-5	RPSA
Acute myeloid leukemia	1/57	0.9996868584037077	1.0	0	0	0.13295839067163928	4.164132285084513E-5	RELA
Keratinocyte differentiation	1/57	0.9996868584037077	1.0	0	0	0.13295839067163928	4.164132285084513E-5	RELA
HIV-1 Nef as negative effector of Fas and TNF	1/58	0.9997278975889238	1.0	0	0	0.13066600462557654	3.5559373019314353E-5	RELA
RAGE pathway	1/60	0.9997944005908638	1.0	0	0	0.12631047113805732	2.5972028242031477E-5	RELA
Selenium pathway	1/60	0.9997944005908638	1.0	0	0	0.12631047113805732	2.5972028242031477E-5	RELA
p73 transcription factor network	2/79	0.9998185777722862	1.0	0	0	0.1918640067919858	3.481155342057057E-5	RELA;ADA
Leptin signaling pathway	1/61	0.9998212059401488	1.0	0	0	0.12423980767677771	2.221532565298337E-5	RELA
Shigellosis	1/62	0.999844462590636	1.0	0	0	0.12223593981102322	1.9013740121658492E-5	RELA
Interleukin-12-mediated signaling events	1/65	0.9998973318047821	1.0	0	0	0.11659428105051446	1.1971138946312509E-5	RELA
LPA receptor mediated events	1/65	0.9998973318047821	1.0	0	0	0.11659428105051446	1.1971138946312509E-5	RELA
Endochondral ossification	1/66	0.9999105066534691	1.0	0	0	0.11482770103459758	1.0276775098387527E-5	PTH
C-Myb transcription factor network	2/85	0.9999153690759279	1.0	0	0	0.17832066513608094	1.5092081309014887E-5	COPA;ADA
Adipocytokine signaling pathway	1/67	0.9999219357410492	1.0	0	0	0.11311385475049911	8.8304939256386E-6	RELA
cAMP cell motility pathway inferred from amoeba model	1/67	0.9999219357410492	1.0	0	0	0.11311385475049911	8.8304939256386E-6	DGKA
Activation of NF-kappaB in B cells	1/68	0.9999318501955037	1.0	0	0	0.11145041571005058	7.595582863356994E-6	RELA
Messenger RNA splicing: major pathway	1/68	0.9999318501955037	1.0	0	0	0.11145041571005058	7.595582863356994E-6	FUS
Epithelial cell signaling in Helicobacter pylori infection	1/68	0.9999318501955037	1.0	0	0	0.11145041571005058	7.595582863356994E-6	RELA
Pancreatic cancer	1/70	0.9999479100936015	1.0	0	0	0.10826611811833485	5.639718846400499E-6	RELA
Signaling events mediated by HDAC class I	1/70	0.9999479100936015	1.0	0	0	0.10826611811833485	5.639718846400499E-6	RELA
Complement and coagulation cascades	1/70	0.9999479100936015	1.0	0	0	0.10826611811833485	5.639718846400499E-6	PROC
RIG-I-like receptor signaling pathway	1/71	0.9999543803988907	1.0	0	0	0.10674124321525973	4.8696040129286095E-6	RELA
Leishmaniasis	1/72	0.9999599922183594	1.0	0	0	0.10525872594838111	4.211252365504239E-6	RELA
Sphingolipid metabolism	1/72	0.9999599922183594	1.0	0	0	0.10525872594838111	4.211252365504239E-6	GLA
Chronic myeloid leukemia	1/73	0.9999648590553863	1.0	0	0	0.10381682559292384	3.648285420599719E-6	RELA
Prolactin activation of MAPK signaling	1/75	0.9999727394218281	1.0	0	0	0.10104837691044587	2.754674725097107E-6	RELA
Glycolysis and gluconeogenesis	1/75	0.9999727394218281	1.0	0	0	0.10104837691044587	2.754674725097107E-6	PDHB
RIG-I/MDA5-mediated induction of interferon-alpha/beta pathways	1/76	0.9999759128001443	1.0	0	0	0.09971879300372948	2.4019754249965553E-6	RELA
Transcriptional regulation of white adipocyte differentiation	1/77	0.999978663989419	1.0	0	0	0.09842374374394079	2.0999924407488897E-6	RELA
Phosphatidylinositol signaling system	1/78	0.9999810490007183	1.0	0	0	0.09716190087542871	1.841332561302951E-6	DGKA
Glycerophospholipid metabolism	1/79	0.9999831163432125	1.0	0	0	0.0959320033959929	1.6196966935187273E-6	DGKA
Unfolded protein response	1/79	0.9999831163432125	1.0	0	0	0.0959320033959929	1.6196966935187273E-6	ASNS
Pyrimidine metabolism	2/100	0.9999852460365082	1.0	0	0	0.1515725653656688	2.236312593044374E-6	DUT;PNP
MAP kinase signaling pathway	1/81	0.9999864604527804	1.0	0	0	0.09356331195411653	1.266813456285502E-6	RELA
Regular glucocorticoid receptor pathway	1/82	0.9999878055524564	1.0	0	0	0.0924222959546761	1.1270457117454043E-6	RELA
Small cell lung cancer	1/84	0.9999899794903845	1.0	0	0	0.09022176509861238	9.040725943410918E-7	RELA
NOD signaling pathway	1/85	0.9999908530333645	1.0	0	0	0.08916033256804047	8.155503171172855E-7	RELA
Metabolism	21/1615	0.9999921824480764	1.0	0	0	0.09854563073309736	7.703885963786213E-7	PDXK;DUT;DGKA;RPE;ADK;SORD;ASNS;PDHB;LIAS;COQ5;DHFR;RPIA;COQ3;GALE;PNP;FPGS;TKT;GLA;NADK;XYLB;ADA
Androgen receptor signaling, proteolysis, and transcription regulation	1/88	0.999992828821351	1.0	0	0	0.08612077577594819	6.175896829064941E-7	RELA
Signal transduction	1/1020	0.9999929744346305	1.0	0	0	0.0074300277140033726	5.220032877031015E-8	DGKA
Immune system	1/998	0.9999930115372921	1.0	0	0	0.007593815900083607	5.306928466464461E-8	RELA
Signaling by GPCR	2/977	0.9999930477523068	1.0	0	0	0.015514080385431813	1.0785810450036009E-7	PTH;DGKA
Gene expression	5/968	0.9999930634247395	1.0	0	0	0.03914580717088554	2.7153877935028357E-7	SSB;THRB;FUS;SRP54;RPSA
Interleukin-2 signaling pathway	5/847	0.9999932891725246	1.0	0	0	0.0447380653381549	3.002304454654309E-7	GALE;MALL;ASNS;RELA;ADA
Prostate cancer	1/89	0.9999933178384824	1.0	0	0	0.08515312660992629	5.690088468391511E-7	RELA
Disease	3/674	0.9999936692881491	1.0	0	0	0.03373276677277496	2.1355310234282113E-7	MSRA;ASNS;RPSA
Adaptive immune system	1/606	0.9999938434421065	1.0	0	0	0.012505987241391816	7.699407147633054E-8	RELA
T cell receptor regulation of apoptosis	4/603	0.9999938515414807	1.0	0	0	0.050272824333555156	3.0910132531309765E-7	SSB;PNP;ADA;RELA
TGF-beta regulation of extracellular matrix	1/565	0.9999939573052455	1.0	0	0	0.0134135013597937	8.105393919812158E-8	ASNS
Lipid and lipoprotein metabolism	1/489	0.9999941891717633	1.0	0	0	0.015498217317553048	9.005774046257887E-8	GLA
Hemostasis pathway	2/468	0.9999942589641875	1.0	0	0	0.03238730029180958	1.8593718458274923E-7	PROC;DGKA
Cell cycle	1/453	0.9999943105118496	1.0	0	0	0.01672986372689501	9.518463220789012E-8	DHFR
Protein metabolism	3/442	0.9999943493163371	1.0	0	0	0.05143865340463873	2.9066437966074413E-7	PROC;SRP54;RPSA
Developmental biology	1/420	0.999994429428832	1.0	0	0	0.018044353019722476	1.005176326476707E-7	RELA
GPCR ligand binding	1/410	0.9999944671523128	1.0	0	0	0.01848445919093522	1.022719802121411E-7	PTH
Generic transcription pathway	1/377	0.9999945974496471	1.0	0	0	0.020102462250088698	1.0860485789448415E-7	THRB
Pathways in cancer	1/325	0.999994824307716	1.0	0	0	0.023318856210102892	1.2069153648917878E-7	RELA
Innate immune system	1/319	0.9999948524882455	1.0	0	0	0.02375745538646846	1.2229209560938173E-7	RELA
MAPK signaling pathway	1/314	0.9999948763700578	1.0	0	0	0.0241357588161893	1.2366301335050198E-7	RELA
Cell surface interactions at the vascular wall	1/94	0.9999949249788199	1.0	0	0	0.08062370498173872	4.091680486678789E-7	PROC
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	1/280	0.9999950478098235	1.0	0	0	0.027066529529583713	1.3403893354145064E-7	RELA
Neuroactive ligand-receptor interaction	1/272	0.9999950907454951	1.0	0	0	0.027862603927512646	1.3678494960613044E-7	THRB
RNA polymerase I, RNA polymerase III, and mitochondrial transcription	1/95	0.9999951260224144	1.0	0	0	0.07977503440298357	3.8882267713107007E-7	SSB
Class B GPCRs (secretin family receptors)	1/95	0.9999951260224144	1.0	0	0	0.07977503440298357	3.8882267713107007E-7	PTH
Cytokine-cytokine receptor interaction	1/265	0.9999951292861595	1.0	0	0	0.028598597238805434	1.3929592262483806E-7	CNTF
FSH regulation of apoptosis	2/263	0.9999951404639494	1.0	0	0	0.057632154131433	2.800662111696626E-7	PDXK;ACPP
BDNF signaling pathway	2/261	0.9999951516784263	1.0	0	0	0.05807377983358958	2.815610421808656E-7	PDXK;RPSA
Apoptosis	1/242	0.9999952621718369	1.0	0	0	0.03131664573670843	1.4837323762974858E-7	RELA
Carbohydrate metabolism	4/235	0.999995304704864	1.0	0	0	0.12899792797078197	6.056847656940905E-7	RPIA;GALE;RPE;TKT
Wnt signaling pathway	2/231	0.9999953295106409	1.0	0	0	0.06561582916262719	3.0645874755248673E-7	PROC;RPSA
Signaling by NGF	1/221	0.9999953932436536	1.0	0	0	0.03429243560309249	1.5797725922945312E-7	RELA
TSH regulation of gene expression	1/97	0.9999954471111053	1.0	0	0	0.07813018833281897	3.5571887657392825E-7	SORD
Interleukin-1 regulation of extracellular matrix	2/120	0.999995456029456	1.0	0	0	0.12631047113805732	5.739523642556439E-7	ACPP;RELA
Antigen-activated B-cell receptor generation of second messengers	1/211	0.9999954595411872	1.0	0	0	0.035917669517930996	1.6308306933484823E-7	RELA
Gastrin-CREB signaling pathway via PKC and MAPK	1/206	0.9999954937400083	1.0	0	0	0.036789457613026405	1.6578323448975294E-7	DGKA
Phospholipid metabolism	1/205	0.9999955005696707	1.0	0	0	0.03696891838187044	1.663394468261586E-7	GLA
Platelet activation, signaling and aggregation	1/205	0.9999955005696707	1.0	0	0	0.03696891838187044	1.663394468261586E-7	DGKA
Messenger RNA processing	2/203	0.9999955145047842	1.0	0	0	0.07466628835747231	3.3491603034251787E-7	FUS;SRP54
Lysosome	2/121	0.9999955425767169	1.0	0	0	0.1252665829468337	5.5836742786802E-7	NAGA;GLA
Jak-STAT signaling pathway	1/199	0.9999955426524471	1.0	0	0	0.038083559137102714	1.6975203744936347E-7	CNTF
Post-translational protein modification	1/196	0.9999955641134772	1.0	0	0	0.03866647075654816	1.715204569349342E-7	PROC
Amino acid metabolism	1/195	0.9999955713325386	1.0	0	0	0.03886476035017149	1.7211948068895278E-7	ASNS
Downstream signaling events Of B cell receptor (BCR)	1/98	0.9999955741161851	1.0	0	0	0.07733294151309632	3.422673716186097E-7	RELA
Chemokine signaling pathway	1/189	0.9999956152460868	1.0	0	0	0.04009856226604994	1.7582271327882301E-7	RELA
TGF-beta signaling pathway	1/185	0.9999956451188073	1.0	0	0	0.040965558206937515	1.7840052743898567E-7	PROC
Transcription	1/181	0.9999956757009841	1.0	0	0	0.041870874410405746	1.8106257249106827E-7	SSB
Purine metabolism	3/164	0.9999957862821454	1.0	0	0	0.13863344393201413	5.841634486973684E-7	PNP;ADK;ADA
TNF-alpha signaling pathway	1/101	0.9999958540239966	1.0	0	0	0.07503592344835089	3.1109778291225144E-7	RELA
Toll receptor cascades	1/159	0.999995854270328	1.0	0	0	0.047664328731342395	1.9760383152382621E-7	RELA
Translation	2/151	0.99999591296735	1.0	0	0	0.10037918236137007	4.102538340501725E-7	SRP54;RPSA
EGFR1 pathway	1/152	0.9999959151770036	1.0	0	0	0.04985939650186474	2.0366722539043548E-7	PNP
Signaling by the B cell receptor (BCR)	1/151	0.9999959241157409	1.0	0	0	0.050189591180685035	2.0456738156092013E-7	RELA
Interleukin-5 regulation of apoptosis	1/144	0.9999959872706402	1.0	0	0	0.052629362974190554	2.1118781371376264E-7	RELA
Influenza infection	1/142	0.9999960056417361	1.0	0	0	0.05337062160762986	2.1318180923183152E-7	RPSA
Toll-like receptor signaling pathway regulation	1/142	0.9999960056417361	1.0	0	0	0.05337062160762986	2.1318180923183152E-7	RELA
Interleukin-4 signaling pathway	1/104	0.9999960244190538	1.0	0	0	0.07287142565657154	2.897068272413677E-7	RELA
Chagas disease	1/104	0.9999960244190538	1.0	0	0	0.07287142565657154	2.897068272413677E-7	RELA
Systemic lupus erythematosus	1/139	0.9999960332628025	1.0	0	0	0.054522505527218997	2.1627687973231823E-7	SSB
T cell receptor signaling pathway	1/139	0.9999960332628025	1.0	0	0	0.054522505527218997	2.1627687973231823E-7	RELA
Capped intron-containing pre-mRNA processing	1/138	0.9999960425022072	1.0	0	0	0.05491759614698145	2.173366955929125E-7	FUS
Diabetes pathways	1/137	0.9999960517638837	1.0	0	0	0.05531845451301781	2.184107511733749E-7	ASNS
Amoebiasis	1/105	0.9999960639998754	1.0	0	0	0.0721774120788899	2.8409086202735715E-7	RELA
Mitotic G1-G1/S phases	1/135	0.9999960701208535	1.0	0	0	0.05613798717246993	2.2061593861548287E-7	DHFR
Membrane trafficking	1/133	0.9999960884278979	1.0	0	0	0.05698216743070255	2.2289029236576397E-7	COPA
Cytoplasmic ribosomal proteins	1/108	0.9999961455379657	1.0	0	0	0.07017248396558741	2.7047769657298087E-7	RPSA
