gene_number	group1	group2	group3	group4	group5	group6	group7	group8
gene_130	1.00000	0.49505	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_131	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_132	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_133	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_134	1.00000	1.00000	1.00000	1.00000	0.51653	1.00000	1.00000	1.00000	
gene_135	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_136	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_137	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_138	1.00000	0.66225	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_139	1.00000	0.52138	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_140	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_141	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_142	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_143	1.00000	0.71023	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_144	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_145	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_146	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_147	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.48780	
gene_148	1.00000	0.55066	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_149	1.00000	1.00000	1.00000	1.00000	0.54585	1.00000	1.00000	1.00000	
gene_150	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_151	1.00000	1.00000	1.00000	1.00000	0.23529	1.00000	1.00000	1.00000	
gene_152	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_153	1.00000	0.66225	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_154	1.00000	0.55066	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_155	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_156	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_157	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_158	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_159	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_160	1.00000	0.55066	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_161	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_162	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_163	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_164	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_165	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_166	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_167	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_168	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_169	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_170	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_171	1.00000	1.00000	1.00000	0.21429	1.00000	1.00000	1.00000	1.00000	
gene_172	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_173	1.00000	1.00000	1.00000	0.47619	1.00000	1.00000	1.00000	1.00000	
gene_174	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.51414	
gene_175	1.00000	1.00000	1.00000	1.00000	0.49020	1.00000	1.00000	1.00000	
gene_176	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_177	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_178	1.00000	1.00000	1.00000	1.00000	0.49020	1.00000	1.00000	1.00000	
gene_179	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_180	1.00000	1.00000	1.00000	1.00000	0.51653	1.00000	1.00000	1.00000	
gene_181	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_182	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_183	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_184	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_185	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_186	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_187	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_188	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_189	1.00000	0.55066	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_190	1.00000	0.55066	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_191	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_192	1.00000	1.00000	1.00000	1.00000	0.54585	1.00000	1.00000	1.00000	
gene_193	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_194	1.00000	0.66225	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_195	1.00000	0.76570	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_196	1.00000	1.00000	1.00000	1.00000	0.57870	1.00000	1.00000	1.00000	
gene_197	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_198	1.00000	1.00000	1.00000	1.00000	0.54585	1.00000	1.00000	1.00000	
gene_199	1.00000	1.00000	1.00000	1.00000	0.57870	1.00000	1.00000	1.00000	
gene_200	1.00000	0.55066	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_201	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_202	1.00000	0.52138	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_203	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_204	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_205	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_206	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_207	1.00000	1.00000	1.00000	1.00000	0.51653	1.00000	1.00000	1.00000	
gene_208	1.00000	1.00000	1.00000	1.00000	0.51653	1.00000	1.00000	1.00000	
gene_209	1.00000	1.00000	1.00000	1.00000	0.49020	1.00000	1.00000	1.00000	
gene_210	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_211	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_212	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_213	1.00000	0.66225	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_214	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_215	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_216	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_217	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_218	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_219	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_220	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_221	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_222	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_223	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_224	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_225	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_226	1.00000	0.52138	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_227	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.50909	1.00000	
gene_228	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.60870	1.00000	
gene_229	1.00000	0.55066	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_230	1.00000	0.55066	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_231	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_232	1.00000	0.58343	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_233	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_234	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_235	1.00000	0.24257	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_236	1.00000	0.52138	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_237	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_238	1.00000	0.27610	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_239	1.00000	0.28091	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_240	1.00000	1.00000	1.00000	0.53191	1.00000	1.00000	1.00000	1.00000	
gene_241	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.57143	1.00000	
gene_242	1.00000	0.26245	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_243	1.00000	0.28588	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_244	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	0.10694	
gene_245	1.00000	0.27610	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_246	1.00000	0.32038	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_247	1.00000	0.33363	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_248	1.00000	0.55066	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_249	1.00000	0.29660	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_250	1.00000	0.11761	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_251	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_252	1.00000	1.00000	1.00000	1.00000	0.54585	1.00000	1.00000	1.00000	
gene_253	1.00000	0.11761	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_254	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_255	1.00000	0.11761	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_256	1.00000	0.29660	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_257	1.00000	0.32687	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_258	1.00000	0.28091	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_259	1.00000	1.00000	1.00000	1.00000	0.51653	1.00000	1.00000	1.00000	
gene_260	1.00000	0.28091	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_261	1.00000	0.66225	1.00000	1.00000	0.54585	1.00000	1.00000	1.00000	
gene_262	1.00000	0.66225	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_263	1.00000	0.27610	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_264	1.00000	0.58343	1.00000	0.53191	1.00000	1.00000	1.00000	1.00000	
gene_265	1.00000	0.30215	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_266	1.00000	0.36402	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_267	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_268	1.00000	1.00000	1.00000	1.00000	0.26824	1.00000	1.00000	1.00000	
gene_269	1.00000	0.30215	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_270	1.00000	0.71023	1.00000	1.00000	0.57870	1.00000	1.00000	1.00000	
gene_271	1.00000	0.32038	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_272	1.00000	1.00000	1.00000	1.00000	0.49020	1.00000	1.00000	0.61350	
gene_273	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_274	1.00000	0.30215	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_275	1.00000	0.30215	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_276	1.00000	1.00000	1.00000	1.00000	1.00000	0.61837	1.00000	1.00000	
gene_277	1.00000	0.35599	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_278	1.00000	0.62035	1.00000	1.00000	1.00000	0.70850	1.00000	1.00000	
gene_279	1.00000	0.32038	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_280	1.00000	0.11761	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_281	1.00000	1.00000	1.00000	1.00000	0.25069	1.00000	1.00000	1.00000	
gene_282	1.00000	0.33363	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_283	1.00000	0.66225	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_284	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_285	1.00000	0.11761	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_286	1.00000	0.76570	1.00000	1.00000	0.70621	1.00000	1.00000	1.00000	
gene_287	1.00000	0.11761	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_288	1.00000	0.30791	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_289	1.00000	0.83056	1.00000	1.00000	0.54585	1.00000	1.00000	1.00000	
gene_290	1.00000	1.00000	1.00000	0.21429	1.00000	1.00000	1.00000	1.00000	
gene_291	1.00000	0.11761	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_292	1.00000	0.27610	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_293	1.00000	0.83056	1.00000	1.00000	0.57870	1.00000	1.00000	1.00000	
gene_294	1.00000	0.83056	1.00000	0.47619	1.00000	1.00000	1.00000	1.00000	
gene_295	1.00000	0.11761	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_296	1.00000	0.25825	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_297	1.00000	0.27610	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_298	1.00000	0.62035	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_299	1.00000	0.29660	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_300	1.00000	1.00000	1.00000	1.00000	0.54585	1.00000	1.00000	1.00000	
gene_301	1.00000	0.71023	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
gene_302	1.00000	0.11761	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	
