Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Alzheimer's disease	2/169	0.9999823942400838	1.0	0	0	0.15027707335399643	2.6457653647971184E-6	SDHA;SDHB
Diabetes pathways	1/137	0.9999839910780998	1.0	0	0	0.0926891437840343	1.483865141410493E-6	SERP1
p53 signaling pathway	1/139	0.9999859008054018	1.0	0	0	0.09135548703894028	1.2880478696118738E-6	GPX1
Metabolism	9/1615	0.9999930264050757	1.0	0	0	0.07076514816452897	4.934891987562212E-7	COQ3;GALT;LIPC;GPX1;AMT;SDHA;LIAS;SDHB;COQ5
Interleukin-2 signaling pathway	1/847	0.9999940683026276	1.0	0	0	0.014992222784430576	8.892959224876678E-8	ADD2
Disease	1/674	0.9999944249389012	1.0	0	0	0.018840374923460978	1.0503653411489768E-7	SERP1
Lipid and lipoprotein metabolism	1/489	0.9999949117509038	1.0	0	0	0.025968124127633333	1.3213262028390698E-7	LIPC
Hemostasis pathway	1/468	0.9999949769253338	1.0	0	0	0.027133360466693804	1.3629323787525018E-7	PROC
Cell cycle	1/453	0.9999950252063119	1.0	0	0	0.02803181611128631	1.3945284873144315E-7	NUDC
Protein metabolism	2/442	0.9999950614316134	1.0	0	0	0.05745888098829276	2.8376531387424684E-7	PROC;LDHD
Purine metabolism	1/164	0.9999950642724936	1.0	0	0	0.07742934572202866	3.8217109462758475E-7	GPX1
Carbohydrate metabolism	1/235	0.9999959478258045	1.0	0	0	0.054035798716649784	2.1896291283234262E-7	GALT
Wnt signaling pathway	1/231	0.9999959694723295	1.0	0	0	0.05497148354291211	2.2156453201979398E-7	PROC
TGF-beta signaling pathway	1/185	0.9999960289435723	1.0	0	0	0.06864006864006865	2.725741269740238E-7	PROC
DNA replication	1/207	0.9999960822295013	1.0	0	0	0.06134498888122076	2.403360584720612E-7	NUDC
Post-translational protein modification	1/196	0.9999960964882174	1.0	0	0	0.0647878198898607	2.529005119086505E-7	PROC
