Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Huntington's disease	3/184	0.9982463121540511	1.0	0	0	0.2919310264294889	5.124053238361992E-4	GPX1;SDHA;SDHB
Factors involved in megakaryocyte development and platelet production	1/125	0.9992556328028462	1.0	0	0	0.14324082363473592	1.0666347372933837E-4	HBD
Alzheimer's disease	2/169	0.9993535373485536	1.0	0	0	0.2118947095188401	1.3702631171305427E-4	SDHA;SDHB
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	1/135	0.9995812855092616	1.0	0	0	0.1326303922543851	5.5545896896896424E-5	GPX1
p53 signaling pathway	1/139	0.9996671755282932	1.0	0	0	0.1288136903190071	4.287948449580017E-5	GPX1
Purine metabolism	1/164	0.9999192971343276	1.0	0	0	0.10917745703867067	8.81128920277418E-6	GPX1
Amino acid metabolism	1/195	0.9999837719039179	1.0	0	0	0.09182104079149737	1.4900927630443323E-6	INHA
DNA replication	1/207	0.9999901404797125	1.0	0	0	0.08649808190503376	8.528337976486243E-7	NUDC
Metabolism	8/1615	0.9999935872717558	1.0	0	0	0.08869400844256094	5.687723967241342E-7	COQ3;GPX1;SDHA;INHA;LIAS;SDHB;XYLB;COQ5
Signal transduction	1/1020	0.9999943013069255	1.0	0	0	0.01755402250425685	1.0003527151076406E-7	CSN2
Immune system	1/998	0.9999943346711997	1.0	0	0	0.017940984924190367	1.016418665144822E-7	CRP
T cell receptor regulation of apoptosis	1/603	0.9999950872128631	1.0	0	0	0.02969337140023547	1.4587757139867687E-7	NAIP
TGF-beta regulation of extracellular matrix	1/565	0.999995181399166	1.0	0	0	0.031690447706799976	1.5270398566024647E-7	NAIP
Hemostasis pathway	1/468	0.9999954500678125	1.0	0	0	0.03825876699645724	1.7407519142512174E-7	HBD
Cell cycle	1/453	0.9999954959979345	1.0	0	0	0.039525613585743906	1.7802384614174512E-7	NUDC
Innate immune system	1/319	0.9999959671193585	1.0	0	0	0.056128849386652	2.2636140656830068E-7	CRP
Oncostatin M	1/311	0.9999959954753553	1.0	0	0	0.057572678309781314	2.3055167077600278E-7	CRP
